119	four	일치: 4 — ⑦ 의 (a)(b)(c)(d)	The four below are misreadings this case in
119	all	일치: 4 — ⑦ 의 (a)(b)(c)(d)	the tables. The body text handles all four, but knowing them in advance
119	four	일치: 4 — ⑦ 의 (a)(b)(c)(d)	tables. The body text handles all four, but knowing them in advance and m
123	two	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	ore it is computed?" Answering the two in order produces a self-correctio
124	two	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	op here — the mechanism behind the two numbers pointing different ways is
129	two	일치: 2 — 표 5 의 단독 계수와 교호항 계수	What to raise alongside — two coefficients in that table share t
131	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	rts." The negative sign makes this one easier to fall into.
133	two	일치: 2 — 칠판에 나눠 쓰는 두 문장	efficient side by side. Then write two sentences apart on the board: "thi
135	two	일치: 2 — 모텔 수로 나오는 값이 두 가지다	(d) Settling two values as "one of them is a typo"
135	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	(d) Settling two values as "one of them is a typo"
136	two	일치: 2 — 모텔 수로 나오는 값이 두 가지다	— seeing the motel count appear as two values and settling it as "one of
136	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	as two values and settling it as "one of them must be a typo", or "the e
136	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	m must be a typo", or "the earlier one is right and the later one slipped
136	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	earlier one is right and the later one slipped in." Then the next questio
137	two	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	sreading — the manuscript uses the two numbers each in different places.
137	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	xhibit A lists those places. Which one is correct is not settled by the m
137	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	y the manuscript alone. The moment one of them is treated as a typo, some
141	two	일치: 2 — 모텔 수로 나오는 값이 두 가지다	Filling the list in shows that the two values are not split by stage but
141	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	"Looking at this list, can you say one of them is a typo? If you can, whi
141	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	them is a typo? If you can, which one, and where in the list are your gr
142	two	일치: 2 — 모텔 수로 나오는 값이 두 가지다	e — do not speculate about why the two values are mixed. That a revision
142	all	수사 아님 — 'at all'·'all the' 등 셈이 아닌 용법	em, or that a table was re-run, is all talk from outside the manuscript.
143	four	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	(d) is how that material dies. All four items in (3) carry the same risk —
143	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	tems in (3) carry the same risk — "one of them must be a slip" attaches t
143	two	일치: 2 — 같은 두 정의	em must be a slip" attaches to the two definitions in item (3) as readily
147	four	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	he manuscript does not settle (the four in section (3), F-1 and F-4, items
151	four	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	One of the four in section (3) starting to be fill
152	three	일치: 3 — Exhibit B · C · D	ble 4 hold consistently across the three models
153	four	일치: 4 — 뒤따르는 번호 항목 1~4	How to hold the line — four ways
155	one	수사 아님 — 'only one question' 단수 표현	Usually a great deal is left. That one question separates fault-finding f
156	three	일치: 3 — Exhibit B · C · D	ain effects do not move across the three tables in Exhibits B, C and D. One
156	all	일치: 3 — Exhibit B · C · D	icient is nearly the same value in all three. Counting only what diverges
156	three	일치: 3 — Exhibit B · C · D	nt is nearly the same value in all three. Counting only what diverges and n
160	four	일치: 4 — 원고 5.3 이 적은 한계 넷	The manuscript states four limitations in §5.3. Below is the
167	four	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	The four in section (3), and the identifica
167	two	수사 아님 — 앞의 두 항목을 받는 지시어다	en, conditions a reader meets. The two are different in kind.
168	four	일치: 4 — 원고 5.3 이 적은 한계 넷	drew the boundary themselves. The four above.
169	four	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	as the manuscript is written — the four in section (3). The authors did no
170	two	수사 아님 — 앞의 두 항목을 받는 지시어다	Mixing the two in class means students write down
172	two	일치: 2 — 본문 §9 ⑦ 의 질문 1·질문 2	in this case. That is also why the two questions in §9 have no answer.
