116	여섯	일치: 6 — 별지 F 의 문항 F-1~F-6	(5분) · 조별 작업 (20분) · 발표와 정리 (10분). 여섯 문항을 모든 조에 다 주지 말고 조마다 둘씩 배정하면 20분에
116	둘	일치: 2 — 조마다 문항 둘씩. 여섯 중 둘을 준다는 뜻이고 조 수는 적지 않았다	정리 (10분). 여섯 문항을 모든 조에 다 주지 말고 조마다 둘씩 배정하면 20분에 끝난다. 배정할 때 ① 의 짝(F-1·F-
118	넷	일치: 4 — ⑦ 의 (a)(b)(c)(d)	⑦ 학생이 흔히 빠지는 오독 넷 — 미리 알고 기다린다
119	넷	일치: 4 — ⑦ 의 (a)(b)(c)(d)	아래 넷은 이 케이스가 유도하는 오독이다. 유도하도록 만들어져 있으므로
119	넷	일치: 4 — ⑦ 의 (a)(b)(c)(d)	고, 나오지 않으면 오히려 학생이 표를 안 본 것이다. 본문이 넷 모두를 다루지만, 미리 알고 기다리는 것과 즉석에서 대응하는
123	다섯	일치: 5 — 본문 §8 의 다섯째 항목을 가리킨다	두 질문에 순서대로 답하면 학생이 스스로 고친다. 본문 §8 다섯째 항목이 같은 경로를 문장으로 깔아 두었다.
124	열	수사 아님 — 표의 '설명 열'·'열람 순서'·'열린 채로'. 세는 말이 아니다	설명은 원고 밖에서 온 것이다. 본문 §8 이 토론 문항으로 열어 둔 이유가 이것이다.
135	둘	일치: 2 — 모텔 수로 나오는 값이 두 가지다	(d) 두 값을 "둘 중 하나가 오타"로 정리해 버리는 것
135	하나	수사 아님 — '둘/셋/넷 중 하나'의 부정대명사. 앞의 수사가 실제 셈이다	(d) 두 값을 "둘 중 하나가 오타"로 정리해 버리는 것
136	하나	수사 아님 — 학생 발화 인용 '하나는 오타겠죠'. 세는 말이 아니다	증상 — 모텔 수가 두 값으로 나오는 것을 보고 "하나는 오타겠죠" 또는 "앞의 것이 맞고 뒤의 것이 잘못 들어갔겠죠
137	둘	일치: 2 — 모텔 수로 나오는 값이 두 가지다	리되어 있다. 어느 쪽이 맞는지는 원고만으로 정해지지 않는다. 둘 중 하나를 오타로 처리하는 순간, 정해지지 않은 것을 정해진
137	하나	수사 아님 — '둘/셋/넷 중 하나'의 부정대명사. 앞의 수사가 실제 셈이다	있다. 어느 쪽이 맞는지는 원고만으로 정해지지 않는다. 둘 중 하나를 오타로 처리하는 순간, 정해지지 않은 것을 정해진 것으로 바
138	하나	수사 아님 — '수를 하나 대는 순간'. 세는 말이 아니다	가 답을 주면 이 재료가 죽는다. "그래서 몇 개예요"에 수를 하나 대는 순간, 학생은 이 케이스에서 가장 오래 붙들어야 할 자리
141	하나	수사 아님 — 학생 발화 인용 '하나는 오타겠죠'. 세는 말이 아니다	것이 드러난다. 그 지점에서 다시 묻는다: "이 목록을 보고 '하나는 오타'라고 말할 수 있습니까. 말할 수 있다면 어느 쪽이고,
143	넷	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	재료의 목록이라면 (d) 는 그 재료가 죽는 방식이다. ③ 의 넷 모두에 같은 위험이 있다 — (3) 의 정의 두 표기에도 "하
143	두 표	일치: 2 — 원고 안의 표기 두 가지	이다. ③ 의 넷 모두에 같은 위험이 있다 — (3) 의 정의 두 표기에도 "하나는 오기겠죠"가 붙고, (4) 의 첨자 표기에도 붙
143	하나	수사 아님 — 학생 발화 인용 '하나는 오타겠죠'. 세는 말이 아니다	넷 모두에 같은 위험이 있다 — (3) 의 정의 두 표기에도 "하나는 오기겠죠"가 붙고, (4) 의 첨자 표기에도 붙는다. 대응은
147	넷	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	절반이 원고 안에서 정리되지 않은 것을 다루기 때문이다(③ 의 넷, F-1·F-4, §9 의 ⑥·⑦). 재료가 그렇게 생겼으므로
147	두 가지	일치: 2 — 기울 때 잃는 것 둘(읽는 법 대신 흠잡는 법 · 자기 논문에 돌아오지 않는 습관)	의 공기는 "이 논문은 틀렸다" 쪽으로 기운다. 그렇게 기울면 두 가지를 잃는다. 학생은 읽는 법 대신 흠잡는 법을 배우고, 그 습관
151	넷	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	③ 의 넷 중 하나를 원인 추정으로 메우기 시작한다(⑦(d) 참조)
151	하나	수사 아님 — '둘/셋/넷 중 하나'의 부정대명사. 앞의 수사가 실제 셈이다	③ 의 넷 중 하나를 원인 추정으로 메우기 시작한다(⑦(d) 참조)
153	네 가지	일치: 4 — 뒤따르는 번호 항목 1~4	잡아 주는 방법 — 네 가지
155	하나	수사 아님 — '어긋남을 하나 찾을 때마다'. 세는 말이 아니다	견마다 "그래서 무엇을 인용할 수 있는가"를 붙인다. 어긋남을 하나 찾을 때마다 곧바로 되묻는다 — "그러면 이 논문에서 인용할
155	하나	수사 아님 — '되물음 하나가'. 세는 말이 아니다	있는 것은 무엇이 남습니까." 대개 많이 남는다. 이 되물음 하나가 흠잡기와 읽기를 가른다.
156	세 표	일치: 3 — Exhibit B · C · D	세어 준다. 주효과의 방향과 크기는 Exhibit B·C·D 세 표에서 흔들리지 않는다. 통제변수 하나의 계수는 세 표에서 거의
156	하나	수사 아님 — '통제변수 하나의 계수'. 특정 변수를 가리키는 말이다	Exhibit B·C·D 세 표에서 흔들리지 않는다. 통제변수 하나의 계수는 세 표에서 거의 같은 값이다. 어긋난 것만 세고 일관
156	세 표	일치: 3 — Exhibit B · C · D	B·C·D 세 표에서 흔들리지 않는다. 통제변수 하나의 계수는 세 표에서 거의 같은 값이다. 어긋난 것만 세고 일관된 것을 세지 않
160	넷	일치: 4 — 원고 5.3 이 적은 한계 넷	원고는 5.3 에서 한계를 넷 적었다. 아래는 원고가 밝힌 범위이고, 이 노트는 그 범위를
167	넷	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	③ 이 다룬 넷과 §9 가 다룬 식별 관련 질문은 5.3 의 목록에 없다. 그
167	둘	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	그렇게 적혀 있다는 사실이고, 읽는 사람이 마주치는 조건이다. 둘은 성격이 다르다.
168	넷	일치: 4 — 원고 5.3 이 적은 한계 넷	원고가 인정한 한계 — 저자가 스스로 범위를 그은 것. 위 넷.
169	넷	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	원고에 적힌 대로의 사실 — ③ 의 넷. 저자가 다루지 않았고, 이 케이스도 원인을 다루지 않는다.
170	둘	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	수업에서 이 둘을 섞어 말하면 학생은 저자가 인정하지 않은 것을 인정했다고 옮
172	둘	일치: 2 — 같은 질문 1·질문 2	설정으로의 재추정도 이 케이스에서 하지 않는다. §9 의 질문 둘에 답이 없는 이유도 이것이다.
